word,weight
abide,0.9993438320209974
bound,0.9954068241469817
bounded,0.9993438320209974
commit,0.9986876640419947
commitment,0.9914698162729659
commitments,0.9993438320209974
commits,0.9960629921259843
committed,0.9986876640419947
compel,0.9993438320209974
compelling,0.9954068241469817
comply,0.9973753280839895
confinement,0.9986876640419947
constrained,0.9993438320209974
constraints,0.9993438320209974
depend,0.9973753280839895
dependent,0.9993438320209974
depends,0.9934383202099738
forbidden,0.9980314960629921
impose,0.9960629921259843
imposed,0.9980314960629921
imposes,0.9934383202099738
imposing,0.9986876640419947
indebted,0.9993438320209974
insisted,0.9993438320209974
insisting,0.9986876640419947
insists,0.9973753280839895
limit,0.973753280839895
limiting,0.9967191601049868
limits,0.9356955380577427
mandate,0.9980314960629921
mandatory,0.9993438320209974
oblige,0.9986876640419947
permission,0.9973753280839895
permissions,0.9986876640419947
pledge,0.9881889763779528
pledged,0.9973753280839895
pledges,0.984251968503937
pledging,0.9993438320209974
preclude,0.9980314960629921
prevent,0.989501312335958
prevented,0.9993438320209974
preventing,0.9967191601049868
prohibit,0.9986876640419947
prohibited,0.9986876640419947
prohibiting,0.9973753280839895
prohibition,0.9986876640419947
refrain,0.9986876640419947
refrains,0.9993438320209974
require,0.9967191601049868
required,0.9921259842519685
requirement,0.9986876640419947
requirements,0.9993438320209974
requires,0.9927821522309711
requiring,0.9967191601049868
restrained,0.9967191601049868
restraining,0.9993438320209974
restraint,0.9967191601049868
restraints,0.9960629921259843
restrict,0.9940944881889764
restricting,0.9986876640419947
restriction,0.9993438320209974
restrictions,0.9868766404199475
restrictive,0.9993438320209974
restricts,0.9993438320209974
strict,0.994750656167979
stricter,0.9960629921259843
strictly,0.9993438320209974
