word,weight
almost,0.984251968503937
apparently,0.9980314960629921
appeared,0.9993438320209974
appearing,0.9986876640419947
appears,0.984251968503937
could,0.8110236220472441
depend,0.9973753280839895
depends,0.9934383202099738
may,0.5400262467191601
maybe,0.9671916010498688
might,0.9573490813648294
nearly,0.958005249343832
perhaps,0.9921259842519685
possible,0.9553805774278216
possibly,0.9973753280839895
seldom,0.9993438320209974
sometimes,0.9849081364829396
somewhat,0.9993438320209974
suggest,0.9914698162729659
suggests,0.9678477690288714
uncertain,0.9888451443569554
