word,weight
able,0.994750656167979
abundance,0.9973753280839895
abundant,0.9986876640419947
acclaimed,0.9993438320209974
accomplished,0.9967191601049868
accomplishment,0.9986876640419947
accomplishments,0.9986876640419947
achieve,0.9986876640419947
achieved,0.9993438320209974
achievement,0.9973753280839895
achievements,0.9986876640419947
achieves,0.9993438320209974
advancement,0.9980314960629921
advances,0.9881889763779528
advancing,0.9967191601049868
advantage,0.984251968503937
advantages,0.9980314960629921
alliance,0.9849081364829396
alliances,0.9986876640419947
assures,0.9986876640419947
attain,0.9993438320209974
attains,0.9993438320209974
beautiful,0.9940944881889764
beneficial,0.9993438320209974
benefit,0.979002624671916
benefited,0.9973753280839895
best,0.8799212598425197
better,0.902230971128609
bolstered,0.9927821522309711
bolstering,0.9973753280839895
bolsters,0.9888451443569554
boom,0.9566929133858267
booming,0.9901574803149606
boost,0.989501312335958
breakthrough,0.9940944881889764
brilliant,0.9954068241469817
charitable,0.9921259842519685
collaborate,0.9967191601049868
collaboration,0.9954068241469817
collaborations,0.9986876640419947
collaborative,0.9993438320209974
compliment,0.9993438320209974
confident,0.9973753280839895
creative,0.994750656167979
creativity,0.9954068241469817
delight,0.9940944881889764
delighted,0.9973753280839895
delightfully,0.9986876640419947
delights,0.9986876640419947
dependability,0.9980314960629921
dependable,0.9993438320209974
desirable,0.9986876640419947
despite,0.889763779527559
destined,0.9986876640419947
distinction,0.9980314960629921
distinctive,0.9993438320209974
dream,0.9783464566929134
easier,0.9855643044619422
easily,0.9973753280839895
easy,0.9625984251968503
effective,0.9973753280839895
efficiency,0.9875328083989501
efficient,0.9973753280839895
empower,0.9980314960629921
empowered,0.9980314960629921
empowering,0.9986876640419947
empowers,0.9993438320209974
enabling,0.9973753280839895
encouraged,0.9993438320209974
encouragement,0.9993438320209974
encourages,0.9980314960629921
encouraging,0.9934383202099738
enhance,0.9954068241469817
enhanced,0.9993438320209974
enhances,0.9993438320209974
enjoy,0.9980314960629921
enjoyably,0.9993438320209974
enjoyed,0.9973753280839895
enjoys,0.9973753280839895
enthusiasm,0.9980314960629921
excellence,0.9986876640419947
excels,0.9993438320209974
excitement,0.9986876640419947
exciting,0.9980314960629921
exclusive,0.9934383202099738
exclusively,0.9993438320209974
exclusives,0.9993438320209974
exclusivity,0.9993438320209974
exemplary,0.9973753280839895
fantastic,0.9993438320209974
favored,0.9980314960629921
favoring,0.9993438320209974
favorite,0.9711286089238845
favorites,0.9927821522309711
friendly,0.9921259842519685
gain,0.9356955380577427
gained,0.9973753280839895
gaining,0.9908136482939632
gains,0.9166666666666666
good,0.8576115485564304
great,0.9324146981627297
greater,0.9868766404199475
greatest,0.9954068241469817
greatly,0.9940944881889764
greatness,0.9967191601049868
happily,0.9980314960629921
happiness,0.9986876640419947
happy,0.9783464566929134
highest,0.9914698162729659
honor,0.9796587926509186
honorable,0.9993438320209974
honored,0.9888451443569554
honoring,0.9934383202099738
honors,0.9908136482939632
ideal,0.9986876640419947
impress,0.9980314960629921
impressed,0.9993438320209974
impresses,0.9986876640419947
impressive,0.9993438320209974
impressively,0.9993438320209974
improve,0.9822834645669292
improved,0.9881889763779528
improvement,0.9986876640419947
improvements,0.9973753280839895
improves,0.994750656167979
improving,0.989501312335958
incredible,0.9927821522309711
incredibly,0.9993438320209974
influential,0.9980314960629921
ingenuity,0.9986876640419947
innovate,0.994750656167979
innovates,0.9993438320209974
innovation,0.979002624671916
